Gene_ID,log2FC,P.Value,FDR,Gene_Symbol,Gene_Description,Significance
ENSG00000123080,2.18977041449022,1.27422568854281e-06,9.48923365703057e-05,CDKN2C,cyclin dependent kinase inhibitor 2C,Up
ENSG00000123342,2.27176611658043,0.000487877170307243,0.00886542164441983,MMP19,matrix metallopeptidase 19,Up
ENSG00000123374,1.85051506791822,0.00212932355595616,0.0257348317120811,CDK2,cyclin dependent kinase 2,Up
ENSG00000123427,2.11589449931001,5.03540301531524e-05,0.00163456928651002,EEF1AKMT3,EEF1A lysine methyltransferase 3,Up
ENSG00000123610,2.2555364733834,0.000111547307828834,0.00297302929918534,TNFAIP6,TNF alpha induced protein 6,Up
ENSG00000123989,1.20718979894522,0.00139549136818727,0.0190418424999461,CHPF,chondroitin polymerizing factor,Up
ENSG00000124126,1.23321878501652,6.81319633593536e-06,0.000358789933641103,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",Up
ENSG00000124191,-2.0381862654796,0.000488438514769576,0.00886542164441983,TOX2,TOX high mobility group box family member 2,Down
ENSG00000124635,4.01966600556747,1.05645822899239e-08,2.13996178864699e-06,H2BC11,H2B clustered histone 11,Up
ENSG00000124782,1.09699450856447,0.000676252309080625,0.0112834981653518,RREB1,ras responsive element binding protein 1,Up
ENSG00000125148,2.02477023032998,7.91028577296029e-06,0.000406677026946913,MT2A,metallothionein 2A,Up
ENSG00000125398,1.49963342091524,0.00304624071549657,0.0328916055080483,SOX9,SRY-box transcription factor 9,Up
ENSG00000125458,1.77128736099479,8.03534451593188e-07,6.40802907538253e-05,NT5C,"5', 3'-nucleotidase, cytosolic",Up
ENSG00000125648,-1.20055049319393,0.000182981405815027,0.00432998990209017,SLC25A23,solute carrier family 25 member 23,Down
ENSG00000125844,1.02413354551088,0.0036140543060502,0.0373354038001241,RRBP1,ribosome binding protein 1,Up
ENSG00000125885,1.23291771953878,0.00453473242902921,0.0440342953415224,MCM8,minichromosome maintenance 8 homologous recombination repair factor,Up
ENSG00000126368,-1.25334342252278,0.00170010512729397,0.0219346047506157,NR1D1,nuclear receptor subfamily 1 group D member 1,Down
ENSG00000126391,1.14018623468688,0.000422716309949989,0.00795775239251578,FRMD8,FERM domain containing 8,Up
ENSG00000126733,-1.73418544449432,4.54727252383359e-08,6.67460523498357e-06,DACH2,dachshund family transcription factor 2,Down
ENSG00000127241,1.71290660483538,0.000869955113168386,0.0135848057669229,MASP1,MBL associated serine protease 1,Up
ENSG00000127824,-2.02712178480072,1.68255565105905e-06,0.000115924650570926,TUBA4A,tubulin alpha 4a,Down
ENSG00000127863,1.38792592621069,0.00327476088177528,0.0346208540820668,TNFRSF19,TNF receptor superfamily member 19,Up
ENSG00000128045,-1.6123768532332,0.00128605317146599,0.018015417040951,RASL11B,RAS like family 11 member B,Down
ENSG00000128228,1.20011232382539,0.00216189897261594,0.0260044094948388,SDF2L1,stromal cell derived factor 2 like 1,Up
ENSG00000128245,-1.45694156287123,8.20497366234225e-08,1.06538427246413e-05,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,Down
ENSG00000128602,1.74203947444835,0.00360131617149973,0.0372946116410524,SMO,"smoothened, frizzled class receptor",Up
ENSG00000128654,-1.02669637051204,0.0017028265316872,0.0219417647747175,MTX2,metaxin 2,Down
ENSG00000128791,1.03590579685372,0.00276671292743135,0.0307588018979415,TWSG1,twisted gastrulation BMP signaling modulator 1,Up
ENSG00000128872,-1.27332190005207,8.14480229925542e-08,1.06538427246413e-05,TMOD2,tropomodulin 2,Down
ENSG00000128881,-1.13634395482852,0.00132913495624388,0.0184151557275486,TTBK2,tau tubulin kinase 2,Down
ENSG00000129235,1.00440702776896,0.000409345355002201,0.00779774692792071,TXNDC17,thioredoxin domain containing 17,Up
ENSG00000129295,-2.00415427098026,8.79122121516972e-25,8.90374884672389e-21,DNAAF11,dynein axonemal assembly factor 11,Down
ENSG00000129355,-1.35112960943214,1.45077332277283e-05,0.000641634594456036,CDKN2D,cyclin dependent kinase inhibitor 2D,Down
ENSG00000129566,1.11713520173329,0.00142132164699438,0.0192448471133143,TEP1,telomerase associated protein 1,Up
ENSG00000129625,-1.05977411575924,1.0602251329931e-07,1.29373013818724e-05,REEP5,receptor accessory protein 5,Down
ENSG00000129990,-2.18723719152383,1.17652421587764e-07,1.40167407056815e-05,SYT5,synaptotagmin 5,Down
ENSG00000129993,-1.91381502039307,0.000365101342316871,0.0072500296910649,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,Down
ENSG00000130203,1.14653239119949,0.00322785150284104,0.0342816213041555,APOE,apolipoprotein E,Up
ENSG00000130222,1.80445933043602,0.00529338676205101,0.0494570305590891,GADD45G,growth arrest and DNA damage inducible gamma,Up
ENSG00000130368,-1.94274713059236,3.68150166819896e-05,0.00129018162268232,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor",Down
ENSG00000130508,1.98665158412826,0.000290086677441486,0.0060702435312549,PXDN,peroxidasin,Up
ENSG00000130822,-1.55072434525567,0.000278352256723001,0.00594175326782099,PNCK,pregnancy up-regulated nonubiquitous CaM kinase,Down
ENSG00000130827,1.12213078401417,0.000857128680741582,0.0134589136101562,PLXNA3,plexin A3,Up
ENSG00000130830,-1.00121686149003,0.00311704259436739,0.0334776324451251,MPP1,MAGUK p55 scaffold protein 1,Down
ENSG00000131089,-1.16953671746124,1.49746450088895e-05,0.000656550669480662,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9,Down
ENSG00000131095,1.63415529731754,0.00211459041573621,0.0255873019481199,GFAP,glial fibrillary acidic protein,Up
ENSG00000131351,1.51587321655617,0.000303616479894219,0.00628840022161278,HAUS8,HAUS augmin like complex subunit 8,Up
ENSG00000131437,-1.38029505505766,1.77359546425752e-06,0.000120556878268458,KIF3A,kinesin family member 3A,Down
ENSG00000131470,1.44441134636106,0.00161608233752361,0.021284371800311,PSMC3IP,PSMC3 interacting protein,Up
ENSG00000131669,1.330066887991,0.00187342561268445,0.0235263703935206,NINJ1,ninjurin 1,Up
ENSG00000131759,1.06565278198191,0.00162890367291929,0.0213698658022365,RARA,retinoic acid receptor alpha,Up
ENSG00000131969,-1.52819831766524,0.00345817700937438,0.0359593601139053,ABHD12B,abhydrolase domain containing 12B,Down
ENSG00000132294,-1.28577637834857,1.93090397174982e-08,3.45631275273918e-06,EFR3A,EFR3 homolog A,Down
ENSG00000132432,3.17252768860932,3.02643511831394e-07,2.83003246434295e-05,SEC61G,SEC61 translocon subunit gamma,Up
ENSG00000132478,1.09584246649961,1.06904293636647e-06,8.14080215001474e-05,UNK,unk zinc finger,Up
ENSG00000132530,1.78209569052816,0.000295186755682114,0.00615154621717788,XAF1,XIAP associated factor 1,Up
ENSG00000132561,1.09416605269402,0.000383432541415979,0.00749692042366995,MATN2,matrilin 2,Up
ENSG00000132692,1.99649475869517,0.00165591248444946,0.0215963890738666,BCAN,brevican,Up
ENSG00000132879,-1.17223456853263,0.00513324551631749,0.0484121315596793,FBXO44,F-box protein 44,Down
ENSG00000133392,-2.17575628399849,0.00361631428988169,0.0373354038001241,MYH11,myosin heavy chain 11,Down
ENSG00000133740,1.14133380429049,0.0036869666592502,0.0378334329532786,E2F5,E2F transcription factor 5,Up
ENSG00000133985,-1.42316442661161,1.05703379092796e-11,8.23510633424491e-09,TTC9,tetratricopeptide repeat domain 9,Down
ENSG00000134121,-1.52113265261517,1.07553948805886e-07,1.2967933256024e-05,CHL1,cell adhesion molecule L1 like,Down
ENSG00000134504,-1.17168045448168,3.27034777517685e-05,0.00120205986430446,KCTD1,potassium channel tetramerization domain containing 1,Down
ENSG00000134531,2.06395047917208,0.00375364718233178,0.0382079785554334,EMP1,epithelial membrane protein 1,Up
ENSG00000134668,3.95323419151218,3.11901779591444e-09,8.00295512779699e-07,SPOCD1,SPOC domain containing 1,Up
ENSG00000135002,-1.05676056212131,0.00055806794006298,0.00982976016862237,RFK,riboflavin kinase,Down
ENSG00000135018,-1.00812342223734,1.43407707150998e-08,2.68969121856538e-06,UBQLN1,ubiquilin 1,Down
ENSG00000135046,2.18364882874574,0.00108684554077157,0.016022666138187,ANXA1,annexin A1,Up
ENSG00000135407,1.62121493855861,0.00298605952636692,0.032449367900262,AVIL,advillin,Up
ENSG00000135446,1.80556435190259,0.000233293075088062,0.00521649788269476,CDK4,cyclin dependent kinase 4,Up
ENSG00000135451,2.52248460167388,0.00271208303858083,0.0303513558173996,TROAP,trophinin associated protein,Up
ENSG00000135472,-1.57332477989399,0.00121821125660169,0.0172801731188542,FAIM2,Fas apoptotic inhibitory molecule 2,Down
ENSG00000135547,1.36127401891812,0.000154658209785164,0.00380188919588384,HEY2,hes related family bHLH transcription factor with YRPW motif 2,Up
ENSG00000135862,1.97353628139373,0.0053624614951013,0.0499182077411636,LAMC1,laminin subunit gamma 1,Up
ENSG00000136237,-1.15461767905089,1.88334199630202e-06,0.000127163251590312,RAPGEF5,Rap guanine nucleotide exchange factor 5,Down
ENSG00000136267,-2.52010208802123,0.000275479755780526,0.00590205949287841,DGKB,diacylglycerol kinase beta,Down
ENSG00000136518,1.72332921392191,5.20762767385993e-08,7.22504836724019e-06,ACTL6A,actin like 6A,Up
ENSG00000136643,-1.15394019763509,2.48314072110201e-07,2.44167468187584e-05,RPS6KC1,ribosomal protein S6 kinase C1,Down
ENSG00000136830,1.45622291348488,0.000275639231845526,0.00590205949287841,NIBAN2,niban apoptosis regulator 2,Up
ENSG00000136895,-1.25161431970135,1.61021575435304e-06,0.000113251841389497,GARNL3,GTPase activating Rap/RanGAP domain like 3,Down
ENSG00000136938,1.16951638750894,0.000193003143816781,0.0045353499781354,ANP32B,acidic nuclear phosphoprotein 32 family member B,Up
ENSG00000136997,2.3321940013985,0.000308484492369475,0.00635089235267657,MYC,"MYC proto-oncogene, bHLH transcription factor",Up
ENSG00000137218,-1.45367922544551,0.00102863399126513,0.0153884860613489,FRS3,fibroblast growth factor receptor substrate 3,Down
ENSG00000137494,-1.55141401510166,9.69764140666394e-10,3.16831329569975e-07,ANKRD42,ankyrin repeat domain 42,Down
ENSG00000137642,-1.02278637022971,0.00156489955865604,0.0206910555869121,SORL1,sortilin related receptor 1,Down
ENSG00000138101,-1.128499838432,1.26140719606305e-05,0.000587262841729269,DTNB,dystrobrevin beta,Down
ENSG00000138190,-1.46625173037063,2.7146352531027e-05,0.00104539261762069,EXOC6,exocyst complex component 6,Down
ENSG00000138279,-1.20093396255497,0.00291996715467997,0.0320058737474012,ANXA7,annexin A7,Down
ENSG00000138400,-1.00784764946765,0.00243653766816569,0.0282996026412639,MDH1B,malate dehydrogenase 1B,Down
ENSG00000138641,-1.13622085362509,0.00167120068771821,0.0216937634281574,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3,Down
ENSG00000138814,-1.5244485585582,1.56214708836671e-07,1.70122857107291e-05,PPP3CA,protein phosphatase 3 catalytic subunit alpha,Down
ENSG00000138829,4.16171318578725,2.61956071311075e-06,0.00016581819313991,FBN2,fibrillin 2,Up
ENSG00000139112,-1.41528750994857,1.20974314928093e-06,9.07576193771649e-05,GABARAPL1,GABA type A receptor associated protein like 1,Down
ENSG00000139182,-1.53265751840026,4.58725310314609e-05,0.0015435116089257,CLSTN3,calsyntenin 3,Down
ENSG00000139508,-3.32843344202133,3.97504998398949e-06,0.000234065733940963,SLC46A3,solute carrier family 46 member 3,Down
ENSG00000139722,1.04977338314364,0.000830781305983179,0.0131883276912189,VPS37B,VPS37B subunit of ESCRT-I,Up
ENSG00000139734,2.55554038257587,2.22689040703744e-05,0.000898605144286354,DIAPH3,diaphanous related formin 3,Up
ENSG00000139832,1.87633601466363,6.90191652977564e-05,0.00206812457436591,RAB20,"RAB20, member RAS oncogene family",Up
ENSG00000139970,-1.71802236924046,7.65941498264528e-05,0.0022291538777078,RTN1,reticulon 1,Down
ENSG00000140323,-1.17568171948289,0.00170842668441751,0.0219859535702421,DISP2,dispatched RND transporter family member 2,Down
ENSG00000140403,-1.2276767646471,3.51159759256564e-05,0.0012534080027182,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,Down
ENSG00000140682,1.75064305373754,0.000319993036437414,0.00654725146068309,TGFB1I1,transforming growth factor beta 1 induced transcript 1,Up
ENSG00000140853,2.07163063818352,0.000487144486331056,0.00886542164441983,NLRC5,NLR family CARD domain containing 5,Up
ENSG00000140931,2.33256583535188,0.00381571616988622,0.03869114455007,CMTM3,CKLF like MARVEL transmembrane domain containing 3,Up
ENSG00000140988,1.17161887231574,1.65431848722917e-06,0.000115551294059704,RPS2,ribosomal protein S2,Up
ENSG00000141384,-1.08896273235333,0.00088994173359096,0.0138029554024644,TAF4B,TATA-box binding protein associated factor 4b,Down
ENSG00000141404,-2.16127180093796,5.28526559948437e-14,7.6470242845111e-11,GNAL,G protein subunit alpha L,Down
ENSG00000141447,-1.3382467447394,0.00322894425380352,0.0342816213041555,OSBPL1A,oxysterol binding protein like 1A,Down
ENSG00000141510,1.79657269344743,2.69481566284744e-05,0.00104476662589445,TP53,tumor protein p53,Up
ENSG00000141756,1.8064585430572,8.99639807006385e-07,7.11839997293802e-05,FKBP10,FKBP prolyl isomerase 10,Up
ENSG00000142227,2.60498548946967,0.000301883945976838,0.00626532910830618,EMP3,epithelial membrane protein 3 (MAM blood group),Up
ENSG00000142609,-1.06285608185521,0.00108398859858514,0.0160038433330471,CFAP74,cilia and flagella associated protein 74,Down
ENSG00000142657,1.03026111278541,0.00180206348229864,0.0228713019407527,PGD,phosphogluconate dehydrogenase,Up
ENSG00000142686,-1.07563697929145,0.000229386674011877,0.00515128211616916,C1orf216,chromosome 1 open reading frame 216,Down
ENSG00000142875,-1.35990657419623,1.02714555492355e-08,2.12304697556443e-06,PRKACB,protein kinase cAMP-activated catalytic subunit beta,Down
ENSG00000143570,1.16102519612076,0.000264639983984932,0.00571486941961491,SLC39A1,solute carrier family 39 member 1,Up
ENSG00000143933,-1.14701705156597,1.38880970795251e-05,0.000630756265566952,CALM2,calmodulin 2,Down
ENSG00000144057,-2.28113501349333,0.00181125884155672,0.0229019095471741,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",Down
ENSG00000144191,2.31208133728216,1.01462086293327e-05,0.000501272199989666,CNGA3,cyclic nucleotide gated channel subunit alpha 3,Up
ENSG00000144579,1.2953501030999,1.5083581818255e-05,0.000658476364893477,CTDSP1,CTD small phosphatase 1,Up
ENSG00000144791,1.64291795090063,0.000452462548917522,0.008362300539118,LIMD1,LIM domain containing 1,Up
ENSG00000144834,-1.39983160735207,0.000102178759139795,0.00280421633685878,TAGLN3,transgelin 3,Down
ENSG00000144857,1.95556725645018,0.00148007324765855,0.0196568942208389,BOC,"BOC cell adhesion associated, oncogene regulated",Up
ENSG00000144959,-1.56346918731062,1.76001448155637e-07,1.89120044963861e-05,NCEH1,neutral cholesterol ester hydrolase 1,Down
ENSG00000145012,1.33385000223055,0.000224100883458804,0.00508899943423939,LPP,LIM domain containing preferred translocation partner in lipoma,Up
ENSG00000145147,-2.76406374880424,2.49988368280016e-05,0.000989016482007813,SLIT2,slit guidance ligand 2,Down
ENSG00000145242,-1.62747395685416,5.08983198852871e-05,0.00164695905366833,EPHA5,EPH receptor A5,Down
ENSG00000145428,-1.53921829423666,8.96384709645292e-05,0.00254302082332984,RNF175,ring finger protein 175,Down
ENSG00000145451,-2.71424471763295,5.82858376956377e-09,1.31181992040315e-06,GLRA3,glycine receptor alpha 3,Down
ENSG00000145526,-1.75085312564078,0.00263814000885221,0.0297988353051591,CDH18,cadherin 18,Down
ENSG00000145632,-1.37140421973984,0.000253551181131844,0.00558253557065938,PLK2,polo like kinase 2,Down
ENSG00000145743,-1.40806795524435,1.41519599886509e-10,7.16655253825282e-08,FBXL17,F-box and leucine rich repeat protein 17,Down
ENSG00000145990,-1.09542173445093,3.21536852068516e-08,5.25246006088698e-06,GFOD1,Gfo/Idh/MocA-like oxidoreductase domain containing 1,Down
ENSG00000146112,1.5408727378621,0.000278666350929598,0.00594175326782099,PPP1R18,protein phosphatase 1 regulatory subunit 18,Up
ENSG00000146151,-1.74566074794351,5.59213645517592e-05,0.00176991118806318,HMGCLL1,3-hydroxy-3-methylglutaryl-CoA lyase like 1,Down
ENSG00000146267,-1.29303114002369,1.68080370531603e-05,0.000715259660816838,FAXC,"failed axon connections homolog, metaxin like GST domain containing",Down
ENSG00000146670,1.29150103150638,0.00291616268494023,0.0319988035461264,CDCA5,cell division cycle associated 5,Up
ENSG00000146674,1.94521253107888,0.000284136414002377,0.00600779457414629,IGFBP3,insulin like growth factor binding protein 3,Up
ENSG00000146858,1.34450521784079,0.000473578511092949,0.00868913616005324,ZC3HAV1L,"zinc finger CCCH-type containing, antiviral 1 like",Up
ENSG00000146859,1.68679691479337,0.000513724496657188,0.00923114513072092,TMEM140,transmembrane protein 140,Up
ENSG00000146918,2.28011400843572,0.00109007842720232,0.016023678244855,NCAPG2,non-SMC condensin II complex subunit G2,Up
ENSG00000146966,1.4584641232728,0.000334650792442357,0.0068196040761694,DENND2A,DENN domain containing 2A,Up
ENSG00000147465,-1.70545899920717,0.000181113260759061,0.00430590400227176,STAR,steroidogenic acute regulatory protein,Down
ENSG00000147724,-1.36392903478726,8.75684936768818e-06,0.000441458573231026,FAM135B,family with sequence similarity 135 member B,Down
ENSG00000148082,-1.03564409291636,2.88783695754172e-08,4.79475618130861e-06,SHC3,SHC adaptor protein 3,Down
ENSG00000148690,-1.22900728046884,0.000166117440639441,0.00405406611758135,FRA10AC1,FRA10A associated CGG repeat 1,Down
ENSG00000148848,2.23849177463461,1.90422734635749e-05,0.000793663150778134,ADAM12,ADAM metallopeptidase domain 12,Up
ENSG00000148925,-1.72527800822112,3.53051469208799e-14,5.95950880024453e-11,BTBD10,BTB domain containing 10,Down
ENSG00000148926,4.89452169737263,1.83259654200249e-07,1.91345750282487e-05,ADM,adrenomedullin,Up
ENSG00000149257,2.32569012246288,6.05950132740908e-08,8.29332830324313e-06,SERPINH1,serpin family H member 1,Up
ENSG00000149269,-1.68913747574553,1.7948367368104e-11,1.29843617645827e-08,PAK1,p21 (RAC1) activated kinase 1,Down
ENSG00000149305,-2.19559447618832,9.93937582391062e-07,7.74353833419744e-05,HTR3B,5-hydroxytryptamine receptor 3B,Down
ENSG00000149313,-1.10504662556532,2.61736359291718e-06,0.00016581819313991,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Down
ENSG00000149926,-1.33149132437289,1.2845972627537e-06,9.49664312202151e-05,TLCD3B,TLC domain containing 3B,Down
ENSG00000149927,-1.37131385925674,0.00185230056583855,0.0233044722121899,DOC2A,double C2 domain alpha,Down
ENSG00000149948,2.066961939831,0.00345498399741047,0.0359593601139053,HMGA2,high mobility group AT-hook 2,Up
ENSG00000150394,-1.50115630159656,1.40290352261123e-05,0.000634115916941099,CDH8,cadherin 8,Down
ENSG00000150551,2.16655928454691,1.44356755869492e-06,0.00010443180167473,LYPD1,LY6/PLAUR domain containing 1,Up
ENSG00000150627,-1.885847884882,1.57499121463313e-10,7.25068682809288e-08,WDR17,WD repeat domain 17,Down
ENSG00000150893,1.45290338687009,0.00313815509330366,0.0335974997727056,FREM2,FRAS1 related extracellular matrix 2,Up
ENSG00000150995,-1.08365544673572,0.000103700740855695,0.00283094637031396,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",Down
ENSG00000151229,-1.2661572150261,4.835738951554e-05,0.0015974966160095,SLC2A13,solute carrier family 2 member 13,Down
ENSG00000151322,1.29768346466034,0.000203727616506803,0.00474334091949632,NPAS3,neuronal PAS domain protein 3,Up
ENSG00000151623,-1.63725137765182,2.04524853230594e-06,0.000135387432256174,NR3C2,nuclear receptor subfamily 3 group C member 2,Down
ENSG00000151690,-1.12467104506236,1.25488367662714e-05,0.000587262841729269,MFSD6,major facilitator superfamily domain containing 6,Down
ENSG00000151778,-1.31273753996509,5.22835400931895e-06,0.00029094928245265,SERP2,stress associated endoplasmic reticulum protein family member 2,Down
ENSG00000151917,-1.57587081276273,4.16745502539099e-06,0.000238502498015427,BEND6,BEN domain containing 6,Down
ENSG00000151948,-2.55868215377487,0.00363197834705789,0.0374589375753588,GLT1D1,glycosyltransferase 1 domain containing 1,Down
ENSG00000152413,-2.16212388377184,0.00226967981269165,0.0268230071679592,HOMER1,homer scaffold protein 1,Down
ENSG00000152503,-1.10419303374432,0.000258925431003706,0.00567618347447085,TRIM36,tripartite motif containing 36,Down
ENSG00000152518,1.64154432235909,5.02619615131539e-07,4.35088159149763e-05,ZFP36L2,ZFP36 ring finger protein like 2,Up
ENSG00000152782,-1.64885365065492,0.000399364284455537,0.00766053309273803,PANK1,pantothenate kinase 1,Down
ENSG00000152952,1.98809113562379,5.00266728415326e-05,0.00162916444546316,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Up
ENSG00000152954,-2.24040667951448,0.00449415681479008,0.0437619462263764,NRSN1,neurensin 1,Down
ENSG00000152969,-2.65375950159171,0.00194095730903457,0.0242093788496332,JAKMIP1,janus kinase and microtubule interacting protein 1,Down
ENSG00000153012,-1.57607768515286,0.00112402774901036,0.0163647284613528,LGI2,leucine rich repeat LGI family member 2,Down
ENSG00000153094,1.07997211904208,0.000609171616526469,0.0104469653466207,BCL2L11,BCL2 like 11,Up
ENSG00000153237,-1.22744734715497,1.19139175874053e-06,9.00478786009261e-05,CCDC148,coiled-coil domain containing 148,Down
ENSG00000153930,1.47049711879438,0.00134486932379349,0.0185238209010925,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1,Up
ENSG00000153976,4.41522100401251,2.11206345954881e-05,0.000862539464447998,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,Up
ENSG00000154114,-1.58541710360095,2.32582834318587e-10,9.05999594607173e-08,TBCEL,tubulin folding cofactor E like,Down
ENSG00000154222,1.27380407529306,0.000118320317843678,0.00310973616840779,CC2D1B,coiled-coil and C2 domain containing 1B,Up
ENSG00000154822,-1.32135052189742,0.000177997282336261,0.00424945149330635,PLCL2,phospholipase C like 2,Down
ENSG00000154917,-1.26510916721523,1.8764918207148e-09,5.75912398793924e-07,RAB6B,"RAB6B, member RAS oncogene family",Down
ENSG00000154975,-2.1547888114893,2.44597671249257e-06,0.00015830194295284,CA10,carbonic anhydrase 10,Down
ENSG00000155158,-1.65661878517816,0.00233739693837227,0.0274312354482437,TTC39B,tetratricopeptide repeat domain 39B,Down
ENSG00000155366,1.44745192796008,0.00270021287075363,0.0302519424280893,RHOC,ras homolog family member C,Up
ENSG00000155368,1.2690233825815,0.000583838972707058,0.0101924510032122,DBI,"diazepam binding inhibitor, acyl-CoA binding protein",Up
ENSG00000155760,1.76702969548323,0.000169018400777809,0.00409525924181256,FZD7,frizzled class receptor 7,Up
ENSG00000155858,-1.15965599385406,3.82932253737583e-06,0.000226803383968084,LSM11,"LSM11, U7 small nuclear RNA associated",Down
ENSG00000155970,-1.5881213071588,0.0026128164101271,0.029666597087183,MICU3,mitochondrial calcium uptake family member 3,Down
ENSG00000156017,-1.2585149240804,7.86385794255481e-05,0.002262646398926,CARNMT1,carnosine N-methyltransferase 1,Down
ENSG00000156411,-1.15321317122965,5.48061024163807e-05,0.00176109967623735,ATP5MJ,ATP synthase membrane subunit j,Down
ENSG00000156587,1.03733804381156,0.00412079914389396,0.0411592245851657,UBE2L6,ubiquitin conjugating enzyme E2 L6,Up
ENSG00000156642,-1.40529740554992,5.80389549876225e-10,2.02696046936083e-07,NPTN,neuroplastin,Down
ENSG00000157077,-1.05516716948291,5.81887924320009e-06,0.000315152989171821,ZFYVE9,zinc finger FYVE-type containing 9,Down
ENSG00000157087,-2.49696235714935,0.000335431167601666,0.00682178085435677,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,Down
ENSG00000157103,-1.75987450850811,0.00059080393690335,0.0102635716517275,SLC6A1,solute carrier family 6 member 1,Down
ENSG00000157227,2.45084929181175,3.16072477401145e-09,8.00295512779699e-07,MMP14,matrix metallopeptidase 14,Up
ENSG00000157510,1.70096262443868,0.00478010117653385,0.0456725138829574,AFAP1L1,actin filament associated protein 1 like 1,Up
ENSG00000157593,1.02254432481089,4.69998660926365e-05,0.00156583764403363,SLC35B2,solute carrier family 35 member B2,Up
ENSG00000158406,1.25567938820148,0.000270768230227257,0.00582237926909057,H4C8,H4 clustered histone 8,Up
ENSG00000158517,1.56609194510357,0.00461860535287394,0.0446057043126104,NCF1,neutrophil cytosolic factor 1,Up
ENSG00000158710,1.79327417298988,0.000102444712148277,0.00280421633685878,TAGLN2,transgelin 2,Up
ENSG00000158815,-1.71271662727727,0.00342537222403252,0.0357651235927849,FGF17,fibroblast growth factor 17,Down
ENSG00000158828,-1.13602490395234,0.000521947168210756,0.0093397189392907,PINK1,PTEN induced kinase 1,Down
ENSG00000158856,-1.70833002310636,0.000115211027330737,0.00304662476450576,DMTN,dematin actin binding protein,Down
ENSG00000159082,-1.57255632494444,0.00106137048523709,0.0157387412510706,SYNJ1,synaptojanin 1,Down
ENSG00000159086,1.22760032748644,2.63008549924279e-09,7.39930720453638e-07,PAXBP1,PAX3 and PAX7 binding protein 1,Up
ENSG00000159164,-1.05151004220512,0.00214402840030155,0.0258816682219953,SV2A,synaptic vesicle glycoprotein 2A,Down
ENSG00000159363,-1.09322283823377,6.24713340821977e-07,5.22900555028511e-05,ATP13A2,ATPase cation transporting 13A2,Down
ENSG00000160097,-1.16716946906824,0.00462802387074593,0.0446405959646807,FNDC5,fibronectin type III domain containing 5,Down
ENSG00000160145,-1.36897985259767,0.000149743095548789,0.00370867394303267,KALRN,kalirin RhoGEF kinase,Down
ENSG00000160408,-1.01655790440505,9.76446263013437e-05,0.00270656398194408,ST6GALNAC6,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",Down
ENSG00000160460,-1.56853036186838,1.84681770024419e-09,5.75912398793924e-07,SPTBN4,"spectrin beta, non-erythrocytic 4",Down
ENSG00000160469,-1.17391379560598,0.000137731453313497,0.00352258626050277,BRSK1,BR serine/threonine kinase 1,Down
ENSG00000160716,-1.13131858709734,0.00203293461987241,0.0250159903751091,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,Down
ENSG00000160789,1.45898916591026,0.00172476668145658,0.0221399707855415,LMNA,lamin A/C,Up
ENSG00000161544,-1.38669087995897,0.00133331755829934,0.0184478691672892,CYGB,cytoglobin,Down
ENSG00000162493,2.78763448961795,1.4932145952919e-07,1.64383450229526e-05,PDPN,podoplanin,Up
ENSG00000162496,1.63687159185973,0.000223146463377638,0.00508899943423939,DHRS3,dehydrogenase/reductase 3,Up
ENSG00000162522,-1.67476735604962,3.42212138269067e-06,0.00020508429209403,NHSL3,NHS like 3,Down
ENSG00000162545,-1.41854137388642,0.000167429269697735,0.00407625875841024,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,Down
ENSG00000162576,2.03418156437781,0.000346973035599756,0.00697250576300462,MXRA8,matrix remodeling associated 8,Up
ENSG00000162817,-2.147297719955,3.41910458150529e-05,0.0012396809532721,C1orf115,chromosome 1 open reading frame 115,Down
ENSG00000162889,1.05589060622042,3.57157396215577e-05,0.00126037982887504,MAPKAPK2,MAPK activated protein kinase 2,Up
ENSG00000162999,-1.18615743387092,2.52503977004168e-07,2.45900026836367e-05,DUSP19,dual specificity phosphatase 19,Down
ENSG00000163013,-1.41128664959082,0.000403117059526426,0.00771790090526209,FBXO41,F-box protein 41,Down
ENSG00000163053,-1.38151768624851,0.000928592863601081,0.0142713027656324,SLC16A14,solute carrier family 16 member 14,Down
ENSG00000163083,1.50942433325836,0.00132887226202703,0.0184151557275486,INHBB,inhibin subunit beta B,Up
